Frame,root_translateX,root_translateY,root_translateZ,root_rotateX,root_rotateY,root_rotateZ,left_hip_pitch_joint_dof,left_hip_roll_joint_dof,left_hip_yaw_joint_dof,left_knee_joint_dof,left_ankle_pitch_joint_dof,left_ankle_roll_joint_dof,right_hip_pitch_joint_dof,right_hip_roll_joint_dof,right_hip_yaw_joint_dof,right_knee_joint_dof,right_ankle_pitch_joint_dof,right_ankle_roll_joint_dof,waist_yaw_joint_dof,waist_roll_joint_dof,waist_pitch_joint_dof,left_shoulder_pitch_joint_dof,left_shoulder_roll_joint_dof,left_shoulder_yaw_joint_dof,left_elbow_joint_dof,left_wrist_roll_joint_dof,left_wrist_pitch_joint_dof,left_wrist_yaw_joint_dof,right_shoulder_pitch_joint_dof,right_shoulder_roll_joint_dof,right_shoulder_yaw_joint_dof,right_elbow_joint_dof,right_wrist_roll_joint_dof,right_wrist_pitch_joint_dof,right_wrist_yaw_joint_dof
10,0.6834942698478699,-1.3365960121154785,77.83255767822266,-0.9936296854145215,-1.0751484319966735,88.98826250289497,6.533294,9.052596,26.774921,6.795419,-11.519842,-9.135185,4.2188053,-3.4225392,-8.546934,7.0642576,-12.411708,4.7792306,0.88940513,2.469725,7.181963,1.4476885,11.823133,-19.897139,63.04092,6.53465,-4.369998,1.5192832,-1.1148837,-11.521219,21.38714,67.30463,-17.317976,-5.45261,-3.004432
11,0.7303125858306885,-1.3137681484222412,77.83296966552734,-1.0127600260961314,-1.0114837160707422,88.91252124850307,6.501082,9.124159,26.834862,6.7927303,-11.521654,-9.221559,4.1471577,-3.3452432,-8.488208,7.0642433,-12.417245,4.6967897,0.84368765,2.4898334,7.197617,1.445306,11.840875,-19.919212,63.033955,6.5195274,-4.3623652,1.5208998,-1.1313213,-11.545556,21.342524,67.255806,-17.373396,-5.448269,-2.98049
12,0.7797625064849854,-1.29636549949646,77.83319854736328,-1.0280919461965217,-0.948864672320232,88.83596391103092,6.4722652,9.194906,26.900991,6.7901464,-11.519832,-9.298876,4.0768285,-3.2701914,-8.425962,7.064221,-12.422218,4.6201406,0.80396676,2.5058854,7.2196274,1.4377111,11.86358,-19.948133,63.033516,6.5091147,-4.35421,1.5140578,-1.1393516,-11.572991,21.304873,67.19831,-17.394167,-5.4429035,-2.9787185
13,0.8319831490516663,-1.275427222251892,77.83463287353516,-1.0381318532436263,-0.8847935586234813,88.75819596250695,6.444657,9.262085,26.976767,6.788082,-11.512172,-9.361706,4.0049605,-3.2009206,-8.357863,7.06432,-12.425975,4.5504427,0.76734567,2.5138729,7.243142,1.4218408,11.885413,-19.976011,63.04981,6.509066,-4.343944,1.4928845,-1.1483855,-11.595324,21.283232,67.14588,-17.36342,-5.4335,-3.0155976
14,0.8910751938819885,-1.2485281229019165,77.83612060546875,-1.0430730532733112,-0.8195606787957643,88.67995449627499,6.4183044,9.327567,27.058298,6.7853684,-11.500587,-9.417552,3.9311216,-3.13464,-8.28668,7.066262,-12.43037,4.483982,0.728028,2.5169523,7.26583,1.395284,11.902201,-20.000042,63.089893,6.514014,-4.3328757,1.4631262,-1.1681181,-11.609533,21.276531,67.110794,-17.302925,-5.420315,-3.078612
15,0.9483504295349121,-1.218532919883728,77.83364868164062,-1.0444998779351458,-0.758130190370435,88.60099882587231,6.397844,9.391167,27.141632,6.782574,-11.488583,-9.472966,3.864114,-3.0702894,-8.213941,7.0660734,-12.435507,4.420395,0.70084906,2.5127857,7.303408,1.3743734,11.937797,-20.044304,63.11039,6.511238,-4.321077,1.4324448,-1.1616387,-11.635041,21.264832,67.04043,-17.231985,-5.408369,-3.1401267
16,1.0034070014953613,-1.1948643922805786,77.8311767578125,-1.046034624808425,-0.7054008804033222,88.52241033631203,6.388881,9.456994,27.221315,6.7796226,-11.480802,-9.534285,3.809166,-3.002849,-8.142683,7.067242,-12.4449005,4.3593307,0.66838706,2.5084589,7.3474126,1.3475938,11.969127,-20.09292,63.14775,6.5144467,-4.314895,1.4229747,-1.1636809,-11.653051,21.259216,66.9923,-17.176283,-5.4032044,-3.190259
17,1.0664699077606201,-1.167946696281433,77.82545471191406,-1.0454173826229098,-0.6651807442395883,88.4435876385402,6.394695,9.525053,27.297167,6.7767987,-11.476955,-9.602287,3.7669466,-2.933495,-8.0716505,7.0767517,-12.460972,4.3052707,0.63808763,2.5018656,7.4071836,1.3172021,12.005753,-20.165186,63.19185,6.5239153,-4.31535,1.442154,-1.1604593,-11.66956,21.249765,66.9451,-17.135658,-5.409483,-3.2249897
18,1.1385968923568726,-1.1399226188659668,77.81892395019531,-1.0365169446360072,-0.6333895211370169,88.36309601381144,6.4118276,9.586461,27.373512,6.7736235,-11.47566,-9.67352,3.716889,-2.8737893,-7.997141,7.127571,-12.500545,4.257647,0.60979414,2.4855344,7.4772134,1.278608,12.042306,-20.253872,63.251064,6.538517,-4.3207145,1.4814246,-1.1580627,-11.682525,21.242552,66.90602,-17.099043,-5.423162,-3.2541547
19,1.2127424478530884,-1.107514500617981,77.8128890991211,-1.0271760572071267,-0.6046646432231606,88.28314105057311,6.434182,9.649248,27.447443,6.770483,-11.477042,-9.749148,3.6472585,-2.815295,-7.923464,7.2343073,-12.575148,4.20632,0.58328545,2.4689553,7.549126,1.2404426,12.077947,-20.34097,63.311607,6.5489125,-4.3271694,1.52603,-1.1501167,-11.692084,21.23587,66.87213,-17.077003,-5.4363265,-3.273131
20,1.2830885648727417,-1.0704425573349,77.80680084228516,-1.018013726242048,-0.57227575498655,88.20413441489153,6.454971,9.7133875,27.518606,6.766343,-11.480211,-9.829997,3.4581509,-2.7706952,-7.847949,7.59719,-12.792651,4.1424375,0.56448394,2.4501638,7.6141443,1.2100539,12.121082,-20.4162,63.357487,6.54022,-4.3307385,1.5597063,-1.1308398,-11.700656,21.22454,66.84063,-17.078913,-5.4416637,-3.2764006
21,1.3607317209243774,-1.029567837715149,77.8001708984375,-1.0111068267107175,-0.5332230728271083,88.12552866383209,6.4700694,9.780208,27.58584,6.7634873,-11.488163,-9.920595,3.2743337,-2.7202618,-7.7796526,7.943909,-13.017133,4.058947,0.5472799,2.4285223,7.669726,1.1952602,12.17471,-20.465555,63.38254,6.5036693,-4.3295636,1.5799805,-1.1026611,-11.706477,21.214136,66.81314,-17.122528,-5.4331574,-3.2537787
22,1.4400336742401123,-0.9878166913986206,77.79226684570312,-1.0044665461383255,-0.49148757199789717,88.04713660409642,6.484132,9.849469,27.649786,6.7598753,-11.4989195,-10.019117,3.0923598,-2.6657863,-7.7162623,8.289857,-13.25139,3.9620948,0.52314967,2.413292,7.7135425,1.1764785,12.206788,-20.488277,63.42439,6.457457,-4.325824,1.601923,-1.0804718,-11.707441,21.215038,66.811935,-17.19759,-5.4147735,-3.2156427
23,1.5187475681304932,-0.9425215721130371,77.78347778320312,-0.9970030127220109,-0.4508750765983511,87.97042157444344,6.5016227,9.917923,27.712671,6.756818,-11.510541,-10.116615,2.9159458,-2.6109776,-7.653054,8.632479,-13.486835,3.8621075,0.5032166,2.3959203,7.756505,1.1631501,12.240479,-20.50099,63.455746,6.4124513,-4.3238993,1.6166668,-1.0505171,-11.706001,21.216736,66.81461,-17.269602,-5.397203,-3.1763344
24,1.6027711629867554,-0.8998708128929138,77.77432250976562,-0.9836200184687023,-0.4151218277450373,87.89669335214306,6.526881,9.98304,27.776108,6.7532315,-11.518781,-10.204371,2.746784,-2.5595188,-7.5853686,8.974388,-13.717493,3.769247,0.4870677,2.3644063,7.8087225,1.1721495,12.301972,-20.506899,63.44148,6.381968,-4.324497,1.6143103,-1.0130538,-11.696938,21.221064,66.81296,-17.304184,-5.3904395,-3.1529531
25,1.6921544075012207,-0.8516906499862671,77.76441955566406,-0.9616875962897508,-0.3848017053661948,87.82559969944336,6.5599732,10.0403385,27.841848,6.7517405,-11.523463,-10.269887,2.5811055,-2.5162954,-7.5079894,9.321705,-13.942334,3.6902037,0.47639558,2.3371015,7.8602896,1.1681387,12.333479,-20.502626,63.43761,6.390213,-4.332607,1.6004417,-0.97152126,-11.688753,21.229177,66.82529,-17.286037,-5.3994784,-3.1604412
26,1.782074213027954,-0.7988343238830566,77.75348663330078,-0.9342851558440397,-0.3579504813248677,87.75666417083119,6.5990405,10.092813,27.908417,6.7506175,-11.52541,-10.321372,2.4180014,-2.4782794,-7.4246697,9.674048,-14.165762,3.618126,0.46918097,2.3046284,7.914997,1.1723325,12.367259,-20.48865,63.412567,6.416073,-4.344453,1.5718633,-0.9249082,-11.677805,21.240717,66.843216,-17.235487,-5.4188643,-3.1846821
27,1.8762836456298828,-0.7426247000694275,77.74122619628906,-0.9064621597970779,-0.3350049817256513,87.69101656273608,6.645383,10.147429,27.973417,6.748522,-11.527879,-10.380245,2.2669888,-2.4369452,-7.3441367,10.017358,-14.386698,3.543278,0.45999235,2.2635605,7.9731493,1.1950073,12.419306,-20.461565,63.360928,6.4472322,-4.3561406,1.5404027,-0.8766909,-11.655355,21.258482,66.86631,-17.173573,-5.438251,-3.2107053
28,1.9692329168319702,-0.6859599947929382,77.7276840209961,-0.8858989362149692,-0.3166458502216374,87.62955887178421,6.698946,10.213012,28.033962,6.7461424,-11.534357,-10.468088,2.1399386,-2.383111,-7.2751193,10.332494,-14.601518,3.4560144,0.45263532,2.235602,8.027009,1.2126948,12.4547415,-20.43369,63.322754,6.4752736,-4.360686,1.5305994,-0.8193354,-11.635054,21.272419,66.89253,-17.125074,-5.4463615,-3.2237158
29,2.0696141719818115,-0.627469003200531,77.71493530273438,-0.8743112938731967,-0.30561834467440274,87.57111210295453,6.764937,10.292541,28.092073,6.7416286,-11.547596,-10.6007185,2.0392826,-2.313261,-7.2199655,10.621775,-14.813659,3.3501918,0.4409178,2.2143755,8.081239,1.2404873,12.49232,-20.397923,63.278324,6.4982514,-4.3534317,1.5483898,-0.7602212,-11.608212,21.289755,66.92657,-17.092632,-5.4370255,-3.2208583
30,2.1741878986358643,-0.5599890947341919,77.70368194580078,-0.8687823243877769,-0.3006161383508206,87.51578992605012,6.8408556,10.38187,28.14816,6.73646,-11.565279,-10.763358,1.9595093,-2.232265,-7.1740274,10.89098,-15.022429,3.232092,0.4259594,2.193484,8.135994,1.2802361,12.536862,-20.35229,63.22186,6.5214896,-4.3382354,1.5825112,-0.7013814,-11.568915,21.312008,66.97145,-17.064728,-5.4170713,-3.210577
31,2.2781620025634766,-0.4913923442363739,77.69180297851562,-0.8651680286125496,-0.2963313567799329,87.46633268348644,6.9189115,10.475615,28.197954,6.7311325,-11.582811,-10.931291,1.8964922,-2.1455724,-7.1353273,11.137015,-15.224031,3.1106713,0.41157594,2.1744246,8.185735,1.3224965,12.578494,-20.303339,63.16878,6.540407,-4.3244195,1.6198226,-0.63744485,-11.525606,21.331167,67.02233,-17.044514,-5.395613,-3.1945367
32,2.387709379196167,-0.4225815236568451,77.67900085449219,-0.8593601738045006,-0.287307250688707,87.42555491566682,6.9908366,10.569051,28.237026,6.727874,-11.596813,-11.079725,1.8437507,-2.0579407,-7.101958,11.36019,-15.415864,2.9948814,0.39802036,2.1553936,8.226646,1.3668507,12.616273,-20.251646,63.12289,6.551289,-4.3209453,1.6445289,-0.56475097,-11.480359,21.344126,67.07411,-17.033115,-5.3818808,-3.174167
33,2.501610279083252,-0.3503721058368683,77.66564178466797,-0.8507322450141297,-0.2725040721895828,87.39404805829055,7.0557303,10.661071,28.265215,6.7260404,-11.607255,-11.201457,1.7992493,-1.971833,-7.0737343,11.56404,-15.598909,2.8855426,0.3849858,2.1364884,8.257993,1.4140012,12.649694,-20.19858,63.077785,6.5508327,-4.3337975,1.6517653,-0.4826997,-11.435791,21.34755,67.12739,-17.034533,-5.381272,-3.1444929
34,2.6230309009552,-0.2723047733306885,77.6519546508789,-0.8402561967143677,-0.2547797617372493,87.37018491251142,7.1177354,10.753556,28.28473,6.7250447,-11.615924,-11.309938,1.7671402,-1.884397,-7.051522,11.745109,-15.772596,2.7783911,0.36850804,2.108382,8.2815275,1.4731611,12.693274,-20.138159,63.023716,6.5411105,-4.3562837,1.6478909,-0.40404296,-11.3733425,21.347532,67.1978,-17.049175,-5.3878784,-3.109707
35,2.741239547729492,-0.18807798624038696,77.63766479492188,-0.8309425823684259,-0.23432959742054846,87.35414334924258,7.1753917,10.848986,28.293764,6.7258263,-11.620824,-11.411332,1.749211,-1.7923425,-7.0350823,11.899273,-15.936343,2.6746972,0.35509214,2.082238,8.298307,1.5315666,12.733586,-20.07638,62.985405,6.52645,-4.3805346,1.6397545,-0.31552985,-11.309917,21.345638,67.264725,-17.065374,-5.3940153,-3.0759974
36,2.863176107406616,-0.1008572056889534,77.623291015625,-0.8234568895191128,-0.2114919516709332,87.34577746943908,7.228668,10.948585,28.291458,6.7264986,-11.618246,-11.511574,1.7472489,-1.6925136,-7.024242,12.021143,-16.088673,2.5757709,0.34337813,2.056563,8.308452,1.5867903,12.772716,-20.010979,62.978226,6.509618,-4.3979635,1.63204,-0.2210117,-11.242217,21.350643,67.32891,-17.074823,-5.391842,-3.0543947
37,2.9953811168670654,-0.016014747321605682,77.6070327758789,-0.8135849764361958,-0.1858663000333416,87.34656567888129,7.2761173,11.04751,28.275166,6.727954,-11.609281,-11.605341,1.7645339,-1.5898776,-7.0175915,12.102028,-16.2241,2.4915624,0.33247617,2.027202,8.309989,1.6396326,12.808618,-19.94473,63.002823,6.4935303,-4.4057026,1.6289979,-0.11568181,-11.1708975,21.367086,67.38484,-17.067457,-5.375733,-3.0546987
38,3.1346921920776367,0.07433124631643295,77.59058380126953,-0.8001583314561908,-0.1575216644857429,87.35575522936773,7.3194585,11.145308,28.24708,6.729491,-11.595053,-11.691006,1.800824,-1.4853885,-7.0153036,12.143529,-16.343016,2.4182494,0.32217672,1.9934098,8.303151,1.6918054,12.841876,-19.875965,63.052097,6.476543,-4.4085507,1.6271825,-0.0023931202,-11.095298,21.391079,67.437904,-17.05038,-5.3510222,-3.0696323
39,3.270500898361206,0.17288042604923248,77.5770492553711,-0.7905864013538296,-0.12731872754354795,87.3700245202098,7.359653,11.2516775,28.213003,6.7325907,-11.573727,-11.7804365,1.8523628,-1.3712474,-7.019299,12.156128,-16.453102,2.3366086,0.3166857,1.9651242,8.293199,1.7385938,12.871207,-19.800203,63.130997,6.4548445,-4.4094687,1.619773,0.1171348,-11.021395,21.41502,67.4867,-17.038671,-5.326306,-3.0802393
40,3.4080989360809326,0.27166375517845154,77.56527709960938,-0.7931669295384232,-0.09624091659564327,87.38604967929112,7.3999844,11.375383,28.179222,6.734831,-11.542115,-11.885601,1.9163595,-1.2388704,-7.0313654,12.14827,-16.560646,2.2272248,0.3167309,1.9459773,8.28359,1.7806693,12.902124,-19.707218,63.241245,6.426813,-4.4111733,1.5996734,0.23101135,-10.941789,21.433128,67.544655,-17.051125,-5.309823,-3.0711303
41,3.555743455886841,0.37027597427368164,77.55403900146484,-0.8085472814726831,-0.06671774978357026,87.40179956191463,7.444391,11.522026,28.149662,6.737346,-11.505662,-12.01439,1.9955239,-1.0849495,-7.0514045,12.122834,-16.66837,2.0730612,0.326092,1.9384164,8.277241,1.8175077,12.934817,-19.580927,63.381687,6.408918,-4.41017,1.5524968,0.3442292,-10.858379,21.434677,67.606316,-17.103827,-5.304522,-3.0253747
42,3.7103474140167236,0.469304621219635,77.54511260986328,-0.8324607606787662,-0.03757793169790702,87.41902377071644,7.4900975,11.684942,28.121523,6.739603,-11.462238,-12.158625,2.092736,-0.916107,-7.078552,12.069631,-16.769592,1.8889848,0.34326005,1.9379741,8.272363,1.8489532,12.967461,-19.43027,63.553425,6.396881,-4.4088216,1.4859719,0.46136916,-10.774094,21.425972,67.66541,-17.183033,-5.305849,-2.9549112
43,3.869466543197632,0.5673556923866272,77.536376953125,-0.8585274144885693,-0.004134086239618431,87.44019821676248,7.5310364,11.853079,28.090485,6.7410226,-11.403245,-12.303984,2.20379,-0.73851246,-7.110323,11.980987,-16.85873,1.7010925,0.36449242,1.9407461,8.265646,1.8762866,13.000361,-19.288763,63.75273,6.3549933,-4.4108443,1.425645,0.57388383,-10.690108,21.424389,67.73073,-17.260044,-5.312646,-2.886938
44,4.020029067993164,0.6733829379081726,77.51679229736328,-0.897779097779504,0.03601253222149351,87.47005776613022,7.5165195,12.058406,28.039707,6.846929,-11.373764,-12.437566,2.2932668,-0.54941225,-7.1482363,11.923294,-16.969643,1.5377934,0.38481,1.9587814,8.25671,1.900505,13.03376,-19.189491,63.97703,6.2489133,-4.421509,1.3968935,0.67826,-10.607463,21.447773,67.79996,-17.304708,-5.319252,-2.8464677
45,4.171189308166504,0.7782724499702454,77.49153137207031,-0.9398414968477478,0.08773888622873283,87.50892680402677,7.428409,12.301743,27.966661,7.0958457,-11.413828,-12.566759,2.3572412,-0.36209214,-7.189946,11.892843,-17.098925,1.409177,0.4033165,1.9806967,8.240213,1.9185264,13.0689335,-19.151913,64.23392,6.053552,-4.446452,1.4113406,0.7742032,-10.525968,21.502861,67.87759,-17.312922,-5.32628,-2.84539
46,4.32913064956665,0.8790877461433411,77.46075439453125,-0.9934727765117931,0.15216711043477132,87.55729717381884,7.334232,12.561776,27.885008,7.3214397,-11.434765,-12.693581,2.4228034,-0.15676528,-7.2404423,11.831717,-17.21699,1.2964478,0.420721,2.0180438,8.213975,1.93247,13.105286,-19.155941,64.52058,5.7924275,-4.4816327,1.4534498,0.8649155,-10.446055,21.579803,67.961174,-17.297995,-5.335401,-2.867808
47,4.492491722106934,0.9861963987350464,77.42523193359375,-1.0624570547658811,0.22081155692214713,87.6139742161344,6.6705575,13.129858,27.663456,8.846447,-12.086158,-12.798373,2.494494,0.06687431,-7.2997704,11.750912,-17.33241,1.1913614,0.44113624,2.0765953,8.190273,1.944229,13.136078,-19.176962,64.82358,5.503653,-4.517925,1.5088166,0.9567179,-10.379788,21.664085,68.03454,-17.261684,-5.3470626,-2.8969455
48,4.651370048522949,1.0925482511520386,77.3814926147461,-1.1508525815026085,0.28546100320430556,87.6780762186695,5.8839917,13.768305,27.392687,10.627557,-12.777174,-12.852278,2.577236,0.3145772,-7.368523,11.660561,-17.453886,1.0839603,0.46393785,2.1516626,8.17711,1.9637222,13.168063,-19.185452,65.12487,5.2244825,-4.545206,1.5625839,1.0360506,-10.310158,21.747377,68.11098,-17.207205,-5.3613667,-2.922818
49,4.813257217407227,1.193881869316101,77.33253479003906,-1.2718446162001729,0.34886211348208424,87.75098911186367,4.9965563,14.478064,27.06813,12.597786,-13.482477,-12.853176,2.675874,0.60264355,-7.4504366,11.543897,-17.57627,0.9699565,0.48986477,2.2624042,8.172753,1.9824936,13.193019,-19.185236,65.43601,4.940781,-4.562644,1.6123726,1.1169631,-10.255279,21.82114,68.16749,-17.116163,-5.3830166,-2.944327
50,4.968742847442627,1.2928303480148315,77.2752914428711,-1.422999921223175,0.4146514605027353,87.83292474093668,4.0192027,15.253897,26.690485,14.7228985,-14.201662,-12.808179,2.7905192,0.93047214,-7.544316,11.391117,-17.69162,0.85399824,0.51796514,2.4100378,8.173103,2.0002818,13.210493,-19.186327,65.76019,4.641931,-4.575005,1.6654695,1.2012132,-10.2143345,21.891947,68.20585,-16.993675,-5.41029,-2.966152
51,5.134222507476807,1.3951842784881592,77.21186065673828,-1.5911391851493972,0.4758250332776867,87.92047057256362,2.9742208,16.063728,26.271439,16.966644,-14.883968,-12.704915,2.9174411,1.2771306,-7.6432366,11.226211,-17.806349,0.73971236,0.5492603,2.5737526,8.18482,2.0280116,13.225758,-19.178553,66.07563,4.3664417,-4.581212,1.7232878,1.2677997,-10.175763,21.972092,68.25785,-16.873352,-5.4344845,-2.982377
52,5.28827428817749,1.503545880317688,77.14993286132812,-1.7594190429684136,0.5251738685456968,88.01018517911406,1.8876164,16.87466,25.825613,19.289106,-15.480025,-12.531165,3.0544844,1.6213175,-7.7406044,11.071453,-17.925945,0.63085604,0.59226614,2.742915,8.218855,2.0685604,13.235027,-19.1583,66.36284,4.153503,-4.580534,1.786742,1.3171964,-10.148306,22.06219,68.32563,-16.790024,-5.4471045,-2.9802911
53,5.442136764526367,1.6039198637008667,77.0807113647461,-1.9330632510630827,0.5588687587373676,88.10123225306958,0.7533635,17.695219,25.344755,21.71718,-15.995547,-12.290682,3.2044063,1.9651669,-7.837092,10.9296255,-18.055618,0.529873,0.64786667,2.9208057,8.278817,2.1219916,13.238529,-19.118055,66.61776,4.0306726,-4.5663705,1.8557138,1.349828,-10.131631,22.158302,68.408295,-16.762348,-5.4461193,-2.9519496
54,5.590840816497803,1.7120708227157593,77.01160430908203,-2.1135491487347617,0.5807286934500197,88.19490891281062,-0.43256214,18.53343,24.824226,24.244276,-16.447298,-11.980394,3.3667037,2.3155162,-7.934152,10.792377,-18.192318,0.43451095,0.70293325,3.1098742,8.359077,2.1957011,13.236582,-19.050253,66.84413,3.9749064,-4.540929,1.9297968,1.3574973,-10.122396,22.272781,68.51258,-16.76519,-5.4365206,-2.905771
55,5.738393783569336,1.8204536437988281,76.94002532958984,-2.2897350008386734,0.5946622678368894,88.29006187839535,-1.6553077,19.36329,24.282593,26.820242,-16.813604,-11.578872,3.5305774,2.6573837,-8.026197,10.671752,-18.33249,0.3412503,0.78277856,3.2968545,8.457868,2.270384,13.231028,-18.994965,67.05673,3.9364426,-4.517454,2.0091074,1.3545284,-10.122738,22.386276,68.62748,-16.781126,-5.418989,-2.8531594
56,5.881970405578613,1.9292274713516235,76.87184143066406,-2.4500603938389283,0.6047961395860292,88.3860439490822,-2.900422,20.161528,23.743176,29.401669,-17.078152,-11.069691,3.6911983,2.9769247,-8.109195,10.566464,-18.464727,0.24741988,0.8350574,3.4682295,8.570572,2.3811245,13.212393,-18.904732,67.242355,3.8856256,-4.5100822,2.0941994,1.3063979,-10.134762,22.584505,68.783264,-16.75851,-5.391299,-2.812095
57,6.016578674316406,2.048049211502075,76.80607604980469,-2.591990018778756,0.6107498768128694,88.48255580926251,-4.169529,20.929714,23.198298,31.998772,-17.218191,-10.50617,3.843404,3.2751596,-8.175797,10.482876,-18.583326,0.14948492,0.92100847,3.624391,8.701016,2.4853635,13.190514,-18.857607,67.421646,3.7923782,-4.5277653,2.197839,1.2413039,-10.1550255,22.782953,68.953835,-16.735495,-5.3435774,-2.7686234
