Frame,root_translateX,root_translateY,root_translateZ,root_rotateX,root_rotateY,root_rotateZ,left_hip_pitch_joint_dof,left_hip_roll_joint_dof,left_hip_yaw_joint_dof,left_knee_joint_dof,left_ankle_pitch_joint_dof,left_ankle_roll_joint_dof,right_hip_pitch_joint_dof,right_hip_roll_joint_dof,right_hip_yaw_joint_dof,right_knee_joint_dof,right_ankle_pitch_joint_dof,right_ankle_roll_joint_dof,waist_yaw_joint_dof,waist_roll_joint_dof,waist_pitch_joint_dof,left_shoulder_pitch_joint_dof,left_shoulder_roll_joint_dof,left_shoulder_yaw_joint_dof,left_elbow_joint_dof,left_wrist_roll_joint_dof,left_wrist_pitch_joint_dof,left_wrist_yaw_joint_dof,right_shoulder_pitch_joint_dof,right_shoulder_roll_joint_dof,right_shoulder_yaw_joint_dof,right_elbow_joint_dof,right_wrist_roll_joint_dof,right_wrist_pitch_joint_dof,right_wrist_yaw_joint_dof
225,-0.249156191945076,0.4277178645133972,77.86174774169922,-0.014385502958538517,-1.9396314872839513,-87.92565840683828,3.3437724,6.308828,0.13979927,9.203724,-9.498294,-5.9492674,6.9231033,-4.8270335,-5.61001,7.0624995,-12.915864,6.7350883,-1.5804882,0.13110851,4.065753,-62.999577,26.730225,-35.097027,-5.683493,20.53125,14.304353,-13.906284,-44.19998,-29.577066,46.09708,-5.7508097,-52.235188,0.7601468,6.8989134
226,-0.2585333287715912,0.4238912761211395,77.86343383789062,-0.013232040987972817,-1.9247685777849002,-87.89303534313596,3.313703,6.307296,0.10200696,9.212709,-9.497961,-5.933581,6.916075,-4.8279414,-5.6562214,7.06199,-12.921531,6.733374,-1.5198457,0.12921657,4.044135,-63.174328,26.64106,-34.67291,-6.527228,20.985329,14.35109,-13.868354,-44.493248,-29.521763,46.332558,-4.9657865,-52.25986,0.8094938,6.9061847
227,-0.26360785961151123,0.41949400305747986,77.86524963378906,-0.012888162324970932,-1.9102618079070426,-87.8599101837817,3.2839499,6.305511,0.063468374,9.222242,-9.498327,-5.9184294,6.909408,-4.8292465,-5.702148,7.062405,-12.927953,6.733573,-1.4539256,0.1269891,4.0206165,-63.34597,26.545198,-34.261566,-7.3868484,21.365229,14.391696,-13.826941,-44.772083,-29.47135,46.55647,-4.2067246,-52.217003,0.86661947,6.9669094
228,-0.2710953950881958,0.4177645444869995,77.86333465576172,-0.011146187189111029,-1.8977968438143464,-87.82985549834162,3.2607286,6.3041553,0.029488917,9.225405,-9.495365,-5.9112897,6.904645,-4.8297405,-5.738953,7.062002,-12.933068,6.732255,-1.3835709,0.12452727,3.9968536,-63.528343,26.44635,-33.884865,-8.2239275,21.845074,14.406553,-13.789569,-45.04093,-29.426168,46.77897,-3.446978,-52.15333,0.91496944,6.9845214
229,-0.2773464620113373,0.4159426689147949,77.86204528808594,-0.01057580054350345,-1.8871575116201607,-87.8050273471859,3.2455313,6.302265,0.0018607039,9.220568,-9.48886,-5.9159517,6.900345,-4.829997,-5.7612147,7.0623565,-12.93694,6.7302785,-1.3033142,0.12166554,3.9756117,-63.731728,26.347101,-33.5437,-9.041184,22.464268,14.389099,-13.758514,-45.293194,-29.383036,46.999603,-2.6737077,-52.058823,0.94761914,6.935531
230,-0.282018780708313,0.4139077067375183,77.86087036132812,-0.008348675230404182,-1.8777233083037492,-87.7830420454271,3.2350821,6.3001413,-0.022405732,9.210975,-9.480061,-5.9278526,6.8967857,-4.830231,-5.7748938,7.0625033,-12.939533,6.728783,-1.2168623,0.11763526,3.9557345,-63.944595,26.251598,-33.22778,-9.859502,23.12992,14.351617,-13.728574,-45.530754,-29.34219,47.213795,-1.9038934,-51.915108,0.9734651,6.871198
231,-0.28405627608299255,0.4147467315196991,77.86079406738281,-0.007383499846630545,-1.8701571645057136,-87.76103043663066,3.2282627,6.2991767,-0.04505062,9.199408,-9.470429,-5.941863,6.8960133,-4.8291903,-5.7873263,7.06176,-12.942165,6.7252,-1.1333836,0.11599425,3.9343786,-64.15181,26.15331,-32.93788,-10.659223,23.822788,14.29796,-13.698999,-45.76707,-29.300642,47.430733,-1.1449704,-51.770206,1.0026015,6.8051124
232,-0.291911244392395,0.4086726903915405,77.8591537475586,-0.008019081729024978,-1.8650095491193777,-87.7358898157213,3.2202897,6.3009334,-0.06830744,9.195649,-9.464545,-5.952765,6.899009,-4.825032,-5.806017,7.06193,-12.947456,6.7168403,-1.053111,0.113146745,3.9150364,-64.34127,26.055004,-32.688206,-11.439689,24.517534,14.236936,-13.664728,-45.991074,-29.258831,47.639442,-0.42272604,-51.69004,1.0430996,6.7528
233,-0.3022317886352539,0.40858694911003113,77.85535430908203,-0.011721537820363552,-1.862761631801183,-87.70482836894757,3.2119036,6.3077602,-0.09296312,9.198211,-9.460926,-5.9583426,6.906933,-4.815377,-5.8356395,7.0631623,-12.9563675,6.6977644,-0.98294795,0.10927931,3.8984156,-64.516304,25.953423,-32.47661,-12.195816,25.24958,14.164899,-13.633387,-46.20922,-29.216738,47.84387,0.25508288,-51.70488,1.108064,6.7284007
234,-0.3093528151512146,0.4057673215866089,77.8538818359375,-0.018380273476411888,-1.8629024923411732,-87.67002163263201,3.2012563,6.3186026,-0.11831989,9.210321,-9.461554,-5.96175,6.9189854,-4.801382,-5.871546,7.064577,-12.96758,6.671167,-0.9155754,0.10441065,3.881841,-64.6692,25.84877,-32.300533,-12.943847,26.021648,14.079805,-13.604032,-46.41815,-29.174465,48.04217,0.9020615,-51.779682,1.1892111,6.7207065
235,-0.31760963797569275,0.40153107047080994,77.85843658447266,-0.02574324367952383,-1.8649772252856438,-87.63634230749341,3.1963015,6.3284802,-0.14195985,9.2166815,-9.459956,-5.965563,6.9339557,-4.7883563,-5.906339,7.0650215,-12.978767,6.6479416,-0.8470631,0.09992872,3.8641708,-64.80812,25.742243,-32.163887,-13.664949,26.750847,13.990868,-13.56008,-46.616943,-29.131912,48.234276,1.5285321,-51.86154,1.264135,6.705911
236,-0.3225242793560028,0.3917780816555023,77.86075592041016,-0.028005584347870885,-1.8680112710923225,-87.60875539438513,3.1948245,6.3329244,-0.16275194,9.22156,-9.459926,-5.9725437,6.948943,-4.781579,-5.932919,7.065529,-12.988988,6.639173,-0.7739282,0.09690071,3.8444517,-64.93502,25.639576,-32.070503,-14.342773,27.354544,13.908095,-13.485123,-46.80341,-29.090826,48.418587,2.1418915,-51.897156,1.309934,6.6602488
237,-0.3253965675830841,0.38251104950904846,77.86419677734375,-0.023091859109930897,-1.8728712925926236,-87.58925132633864,3.2045958,6.3290353,-0.17878325,9.210187,-9.453923,-5.985715,6.964744,-4.784303,-5.9463973,7.0645723,-12.996771,6.654118,-0.6904156,0.097542286,3.8201294,-65.05052,25.533985,-32.0109,-14.977035,27.777481,13.835162,-13.360939,-46.980457,-29.046272,48.605495,2.7626076,-51.892723,1.3129376,6.5594764
238,-0.3263726830482483,0.37536752223968506,77.86416625976562,-0.015730396938577848,-1.8795466786305977,-87.57502404419935,3.2229872,6.31939,-0.19121793,9.188264,-9.444719,-6.002874,6.981808,-4.7935576,-5.9515953,7.0632505,-13.003888,6.6848927,-0.6015239,0.09944956,3.7916017,-65.14175,25.432549,-31.986101,-15.5863085,28.075647,13.7671995,-13.200923,-47.148407,-29.001593,48.790287,3.377306,-51.864838,1.2868723,6.4224496
239,-0.33361005783081055,0.37429070472717285,77.86261749267578,-0.00762191505136499,-1.8867799488593398,-87.56334119424716,3.240131,6.3093724,-0.20301908,9.17211,-9.439368,-6.0188084,6.998805,-4.8036,-5.955777,7.0634356,-13.0112915,6.7163033,-0.51245576,0.102770686,3.762949,-65.21504,25.336308,-32.01322,-16.160501,28.335703,13.698412,-13.039827,-47.30294,-28.954756,48.959427,3.9663296,-51.798016,1.2540011,6.288733
240,-0.3343411386013031,0.36764219403266907,77.85569763183594,-0.0018127459680158408,-1.8934242773203223,-87.55171834263184,3.2527454,6.3033595,-0.21605411,9.165453,-9.439005,-6.0282497,7.016308,-4.8095064,-5.966288,7.0633793,-13.01804,6.7333274,-0.4274529,0.10590409,3.7360647,-65.2691,25.246153,-32.110542,-16.691874,28.646772,13.62318,-12.91223,-47.43949,-28.903204,49.094105,4.509515,-51.67158,1.2358592,6.197894
241,-0.33879730105400085,0.3639090657234192,77.85160064697266,-0.0013256528328018087,-1.899037197179625,-87.54009503462933,3.2590132,6.3037324,-0.23106222,9.171138,-9.444874,-6.0281835,7.033275,-4.809083,-5.987099,7.063795,-13.023559,6.7279263,-0.34496206,0.10643422,3.7113898,-65.29817,25.16312,-32.284542,-17.190947,29.039074,13.537749,-12.82732,-47.549698,-28.84381,49.181767,5.0009217,-51.428673,1.2397102,6.167575
242,-0.34389054775238037,0.3537718653678894,77.8497314453125,-0.003104787328591992,-1.904192476055814,-87.52971950176726,3.262682,6.307658,-0.24676247,9.1828375,-9.454113,-6.0219717,7.050389,-4.8052115,-6.0137486,7.064571,-13.028188,6.7094164,-0.26627183,0.10523599,3.686676,-65.3049,25.087091,-32.525253,-17.653343,29.462555,13.44564,-12.7660675,-47.64319,-28.776794,49.237926,5.4551706,-51.094448,1.2530599,6.1745296
243,-0.3448530435562134,0.3382551372051239,77.85110473632812,-0.004995037238690185,-1.9098013688537712,-87.51942843031766,3.2642496,6.312087,-0.26260263,9.20128,-9.467286,-6.0139074,7.067911,-4.800977,-6.0402927,7.0658345,-13.033379,6.6891165,-0.19035198,0.105478525,3.6607025,-65.28191,25.018438,-32.827927,-18.080772,29.891296,13.352754,-12.721631,-47.729836,-28.70314,49.27507,5.881154,-50.78138,1.2686983,6.196407
244,-0.3480634391307831,0.3267502188682556,77.85063171386719,-0.00557617031824511,-1.917018971241897,-87.5083566829858,3.271574,6.3135185,-0.27706006,9.212446,-9.477313,-6.008203,7.0876875,-4.7992764,-6.060806,7.0664787,-13.040351,6.678238,-0.119564615,0.11013197,3.6331325,-65.23369,24.956541,-33.187733,-18.459103,30.295555,13.26478,-12.686389,-47.823357,-28.625349,49.31005,6.286654,-50.599136,1.2791276,6.2111425
245,-0.3504956066608429,0.3173463046550751,77.85060119628906,-0.0023513570007963635,-1.9251461085214285,-87.49591309357652,3.282231,6.3098054,-0.29021317,9.219214,-9.484337,-6.005616,7.1088796,-4.8026447,-6.07167,7.066159,-13.048924,6.683323,-0.046043053,0.12026127,3.5993993,-65.13971,24.904694,-33.60987,-18.810158,30.670382,13.180927,-12.658722,-47.91847,-28.545311,49.338776,6.6762023,-50.611156,1.2841148,6.222667
246,-0.35617730021476746,0.30458182096481323,77.85032653808594,0.003199575244358992,-1.9340315844245994,-87.48269253501049,3.2957003,6.303168,-0.30247432,9.222956,-9.489767,-6.0039515,7.1307354,-4.808588,-6.076558,7.067043,-13.059923,6.6971707,0.022769896,0.13750413,3.563901,-65.01646,24.866516,-34.08871,-19.12467,31.024107,13.09844,-12.642619,-48.014004,-28.470182,49.361008,7.0343947,-50.742386,1.2880747,6.239302
247,-0.3589492738246918,0.2931855022907257,77.85150146484375,0.007627916055101799,-1.9448929441035356,-87.46966080791277,3.3119204,6.2968674,-0.3139853,9.227254,-9.497228,-6.0032687,7.1552825,-4.8142223,-6.0812316,7.0672846,-13.072077,6.710628,0.087324254,0.15291564,3.5303168,-64.86264,24.834045,-34.625767,-19.39738,31.374718,13.021184,-12.639502,-48.109955,-28.389647,49.37364,7.3661537,-50.913967,1.2869486,6.2462583
248,-0.3600831627845764,0.28507959842681885,77.85192108154297,0.010390149263395085,-1.9590753111843877,-87.45770687490739,3.3372037,6.293887,-0.3240155,9.222028,-9.502864,-6.0036154,7.1880183,-4.8158555,-6.091306,7.059541,-13.081858,6.714516,0.14162849,0.16739443,3.5040593,-64.66666,24.80764,-35.203247,-19.634764,31.738514,12.949742,-12.655792,-48.21331,-28.308159,49.388885,7.6658907,-51.03784,1.2802314,6.2275133
249,-0.3648761808872223,0.2806147634983063,77.84579467773438,0.008925861837450887,-1.97775495062355,-87.44842862545555,3.3601189,6.297515,-0.33258322,9.236416,-9.525078,-6.0057263,7.2189503,-4.8115873,-6.109234,7.067653,-13.103802,6.7015023,0.18522426,0.17888832,3.487774,-64.436516,24.784811,-35.833725,-19.824884,32.12404,12.889835,-12.68974,-48.330452,-28.22276,49.410587,7.9381742,-51.102264,1.2619663,6.158033
250,-0.364978164434433,0.26510244607925415,77.84269714355469,0.003831577592485194,-1.9999751139600688,-87.44086793707868,3.390056,6.304975,-0.33895957,9.247786,-9.54994,-6.0092926,7.2569766,-4.8029084,-6.1321893,7.070622,-13.125866,6.6782074,0.22247317,0.19036429,3.4777853,-64.16304,24.767935,-36.515987,-19.981457,32.525185,12.837454,-12.741657,-48.455345,-28.137402,49.43468,8.181726,-51.148716,1.2358924,6.0526667
251,-0.36609315872192383,0.25453484058380127,77.83929443359375,-0.0006515038886604374,-2.0234291129988082,-87.43211727478769,3.4198146,6.311868,-0.34684098,9.261038,-9.57555,-6.012898,7.2970076,-4.7947197,-6.1555953,7.072853,-13.1472645,6.656032,0.25127125,0.20125201,3.4713724,-63.859623,24.755455,-37.231117,-20.093048,32.922863,12.783655,-12.812489,-48.5762,-28.051426,49.448975,8.387461,-51.174866,1.2116451,5.957004
252,-0.37096306681632996,0.24425634741783142,77.83492279052734,-0.0013459387105564616,-2.0459075908936506,-87.41930629758822,3.449491,6.312591,-0.35882884,9.267096,-9.59285,-6.0148206,7.3360853,-4.79274,-6.174593,7.073762,-13.164226,6.646712,0.270339,0.21104462,3.4650562,-63.53626,24.744547,-37.958515,-20.151814,33.298946,12.719095,-12.904074,-48.682476,-27.963772,49.444065,8.549999,-51.178787,1.199004,5.9160805
253,-0.3703296184539795,0.2332887351512909,77.834716796875,0.0028446634396857486,-2.066256566811017,-87.40246256192343,3.47217,6.303905,-0.3770989,9.2766,-9.605484,-6.0122004,7.3726115,-4.800092,-6.184106,7.073697,-13.174393,6.6587887,0.28485003,0.2204327,3.4563613,-63.184334,24.734844,-38.70761,-20.163696,33.65437,12.638465,-13.019151,-48.759277,-27.871866,49.40093,8.66303,-51.146732,1.1983907,5.953846
254,-0.3703029453754425,0.22040051221847534,77.83473205566406,0.012793334000422093,-2.0861941732493032,-87.38284526773246,3.4949903,6.2890296,-0.39910674,9.279819,-9.610921,-6.006698,7.4080815,-4.813559,-6.1876597,7.074029,-13.181024,6.6843467,0.29182333,0.22840887,3.4476726,-62.815014,24.724836,-39.48537,-20.117308,33.99274,12.547627,-13.155202,-48.819347,-27.77543,49.33295,8.733829,-51.083668,1.2049621,6.0422544
255,-0.37226641178131104,0.21165476739406586,77.83368682861328,0.02216947424764252,-2.1063352736321854,-87.35940330643312,3.5164871,6.2739286,-0.4235435,9.284051,-9.615458,-6.003692,7.444328,-4.827509,-6.194864,7.0740604,-13.18772,6.709691,0.28871503,0.23433468,3.4405434,-62.42193,24.712374,-40.269917,-20.022648,34.31978,12.452938,-13.308935,-48.87988,-27.6761,49.26399,8.773091,-51.02036,1.2221682,6.148481
256,-0.37003087997436523,0.20480765402317047,77.83412170410156,0.026876732206159902,-2.127338672447619,-87.33118113796165,3.5368767,6.264394,-0.44880974,9.291838,-9.622302,-6.0086074,7.483387,-4.8364744,-6.2151346,7.0739036,-13.199292,6.721269,0.27073056,0.2383491,3.4383233,-62.01131,24.694647,-41.03724,-19.878181,34.6357,12.360579,-13.476994,-48.95965,-27.576399,49.22065,8.790117,-50.987385,1.2534734,6.2395887
257,-0.37159615755081177,0.1945914775133133,77.83125305175781,0.02429920441045829,-2.150895792106745,-87.29358940305039,3.5653617,6.264212,-0.4748735,9.287178,-9.623271,-6.0282745,7.527575,-4.8370433,-6.2573214,7.074953,-13.219554,6.710191,0.2321967,0.24077249,3.445492,-61.592587,24.668924,-41.790073,-19.667543,34.920433,12.263698,-13.670534,-49.064686,-27.477438,49.210884,8.774966,-51.00701,1.3170398,6.317411
258,-0.379189133644104,0.18679334223270416,77.82331848144531,0.018475940525259086,-2.175967355040916,-87.24843950992148,3.5918653,6.270085,-0.5034303,9.287664,-9.626508,-6.0580893,7.5747304,-4.8324113,-6.314517,7.0775886,-13.2458725,6.6854224,0.17932461,0.24169976,3.4562898,-61.142673,24.636599,-42.539467,-19.406633,35.19037,12.160741,-13.8886595,-49.183445,-27.38103,49.220116,8.726536,-51.05521,1.405401,6.395974
259,-0.3787080645561218,0.18082603812217712,77.8195571899414,0.011931904097776731,-2.2000323174810243,-87.20495894155304,3.620106,6.2748733,-0.53092676,9.282579,-9.627326,-6.085936,7.6208625,-4.828581,-6.371176,7.079349,-13.27148,6.6603246,0.12182545,0.24055544,3.4682865,-60.684868,24.596685,-43.269394,-19.098461,35.465595,12.06822,-14.106849,-49.307034,-27.28652,49.239094,8.663776,-51.103233,1.483728,6.45992
260,-0.38076910376548767,0.17356045544147491,77.822021484375,0.01114716737232554,-2.2206330300737207,-87.17195293016167,3.6425486,6.2721996,-0.555412,9.283634,-9.632569,-6.0998254,7.660487,-4.8312464,-6.412279,7.079854,-13.290595,6.648286,0.06943676,0.2374137,3.4749312,-60.219772,24.549025,-43.96458,-18.761019,35.778572,12.001946,-14.302213,-49.428726,-27.193375,49.262405,8.608522,-51.119083,1.5183116,6.4951673
261,-0.37657761573791504,0.16988298296928406,77.82115173339844,0.01832490907716934,-2.235924875540755,-87.15692401679576,3.661202,6.2578874,-0.57362527,9.285981,-9.641684,-6.093505,7.689326,-4.8440623,-6.427645,7.0810814,-13.302108,6.656192,0.027734442,0.23227303,3.4720864,-59.734066,24.494278,-44.62534,-18.390072,36.139202,11.967114,-14.459327,-49.54628,-27.10012,49.28987,8.56989,-51.090042,1.484077,6.483804
262,-0.3699199855327606,0.15700176358222961,77.82132720947266,0.03005618969245737,-2.2476515843322558,-87.15321697537063,3.6753988,6.236589,-0.5881148,9.292326,-9.654857,-6.0745277,7.7117143,-4.86307,-6.4277287,7.081454,-13.308068,6.6757073,-0.011449934,0.22576085,3.4634514,-59.233063,24.43255,-45.257553,-17.97663,36.528732,11.955046,-14.593798,-49.666924,-27.006634,49.32709,8.538366,-51.032158,1.4035776,6.4373083
263,-0.3691261112689972,0.1566614806652069,77.81813049316406,0.04333935414285005,-2.2584302588290237,-87.14942195580335,3.6859174,6.2135773,-0.603454,9.302732,-9.669376,-6.0510464,7.7323995,-4.8832784,-6.4269547,7.0812964,-13.311863,6.697626,-0.053114206,0.21719785,3.4561772,-58.73849,24.363253,-45.855476,-17.540586,36.939957,11.960548,-14.729476,-49.787697,-26.912846,49.36665,8.499284,-50.96493,1.3179523,6.3883934
264,-0.3594077229499817,0.14647018909454346,77.81693267822266,0.05410478831616122,-2.270996576841509,-87.13383273951953,3.695285,6.194703,-0.6242845,9.313024,-9.680055,-6.031413,7.7556624,-4.9003015,-6.4397507,7.082393,-13.317361,6.712833,-0.104573555,0.2059643,3.4571278,-58.272644,24.285084,-46.412457,-17.095684,37.365067,11.978166,-14.890093,-49.908676,-26.82039,49.404297,8.437909,-50.904007,1.2678063,6.3693857
265,-0.3573664426803589,0.139928936958313,77.817626953125,0.057567495083825505,-2.286409044778263,-87.0986847400662,3.7008717,6.181635,-0.6548475,9.327357,-9.686809,-6.0144224,7.7850003,-4.9125657,-6.47575,7.0823755,-13.323507,6.7182035,-0.17170207,0.19085418,3.4701302,-57.83278,24.19578,-46.92661,-16.642273,37.825756,12.021125,-15.097668,-50.029446,-26.731695,49.44059,8.340619,-50.84299,1.27782,6.3934975
266,-0.35942837595939636,0.1313873529434204,77.81571960449219,0.060928111009489465,-2.303110494635072,-87.05172002904051,3.7004242,6.171536,-0.69194394,9.350634,-9.694677,-5.996846,7.8164563,-4.9225197,-6.5251412,7.0830317,-13.329977,6.718919,-0.24704504,0.17249331,3.4914339,-57.409702,24.094044,-47.40295,-16.175331,38.319496,12.086662,-15.335119,-50.146736,-26.647165,49.474133,8.215441,-50.77898,1.3219616,6.442031
267,-0.36169272661209106,0.12650494277477264,77.8148193359375,0.0635687084229668,-2.319693704604439,-87.00477010444408,3.7017515,6.162538,-0.7283647,9.368763,-9.6987915,-5.983675,7.84718,-4.9313397,-6.574059,7.0841894,-13.3371,6.717883,-0.32067108,0.15288296,3.5145764,-57.01306,23.981163,-47.84347,-15.700915,38.80277,12.145379,-15.566659,-50.260334,-26.56718,49.503067,8.082093,-50.726143,1.3645031,6.498966
268,-0.3642728328704834,0.1300199329853058,77.81674194335938,0.06609951668860452,-2.334841702322199,-86.96957484269755,3.707838,6.1527286,-0.75737554,9.377913,-9.700164,-5.9799085,7.8747187,-4.940218,-6.6087766,7.084878,-13.345011,6.7178564,-0.38026512,0.13393958,3.5338748,-56.646626,23.860683,-48.250637,-15.233587,39.23467,12.168693,-15.756067,-50.366688,-26.490318,49.52114,7.959493,-50.70262,1.3698064,6.5482893
269,-0.3601754903793335,0.1289907991886139,77.81035614013672,0.07069441087708575,-2.3500790966966236,-86.95211355511935,3.726002,6.1412044,-0.7750443,9.370269,-9.697114,-5.9916377,7.899762,-4.9493694,-6.6212425,7.085366,-13.355657,6.719441,-0.42079338,0.11596917,3.549609,-56.307644,23.735996,-48.617928,-14.777827,39.60997,12.141491,-15.907993,-50.46902,-26.414494,49.54726,7.876263,-50.740734,1.3344607,6.500892
270,-0.3517894446849823,0.1343865990638733,77.807861328125,0.07596000990324854,-2.3654474588512495,-86.94522574430141,3.7530859,6.129078,-0.7855651,9.347964,-9.688111,-6.014659,7.9232826,-4.9585366,-6.6202703,7.086092,-13.368302,6.721201,-0.4507731,0.09863362,3.5647178,-55.989563,23.609034,-48.94392,-14.333669,39.948826,12.082351,-16.036444,-50.570057,-26.337936,49.579803,7.8176823,-50.82294,1.2755512,6.3934565
271,-0.34535202383995056,0.1364479660987854,77.80835723876953,0.08102168708348435,-2.3773345155557486,-86.9407702902336,3.7724354,6.1177235,-0.7950521,9.333312,-9.682114,-6.0384107,7.94195,-4.9668965,-6.6170187,7.086498,-13.379114,6.7229295,-0.479369,0.08332211,3.5761788,-55.69187,23.481384,-49.240074,-13.9083,40.247875,12.013632,-16.118826,-50.667,-26.260817,49.58316,7.73614,-50.889523,1.1879004,6.399104
272,-0.34474343061447144,0.1307723969221115,77.81130981445312,0.08598925281669335,-2.3822346406160735,-86.93120428797609,3.7812612,6.1075225,-0.8076242,9.31961,-9.672291,-6.0521774,7.952002,-4.975071,-6.6223497,7.0865836,-13.384302,6.7246833,-0.5124828,0.06886891,3.5802555,-55.40454,23.3547,-49.52103,-13.517663,40.510307,11.958232,-16.133028,-50.754032,-26.186478,49.51988,7.5835056,-50.881153,1.0654362,6.6912785
273,-0.34902268648147583,0.12854917347431183,77.81643676757812,0.0894756313971557,-2.375144256684975,-86.91304727376001,3.7680223,6.099478,-0.82634306,9.3154955,-9.659256,-6.0529246,7.9470177,-4.9827824,-6.64057,7.087221,-13.379923,6.7261157,-0.55277663,0.054562587,3.5726564,-55.132042,23.229502,-49.79206,-13.162865,40.703407,11.925733,-16.05677,-50.821358,-26.119453,49.36466,7.314077,-50.762383,0.9144188,7.3882375
274,-0.3503112196922302,0.1285659372806549,77.82073974609375,0.09132613119435877,-2.359248385872817,-86.89083295318366,3.7385824,6.093091,-0.8481894,9.319674,-9.645131,-6.046423,7.931637,-4.989696,-6.6654453,7.0868025,-13.368678,6.7273164,-0.59545845,0.03997313,3.5566063,-54.875374,23.105492,-50.047073,-12.840728,40.83809,11.903855,-15.907344,-50.871815,-26.06399,49.141445,6.958183,-50.568142,0.737666,8.374656
275,-0.34832751750946045,0.1276027262210846,77.82232666015625,0.0938553642847118,-2.3432050000380222,-86.86877713610123,3.7077696,6.086756,-0.86949027,9.326277,-9.632985,-6.0352864,7.91522,-4.99667,-6.6920447,7.0866876,-13.357485,6.728905,-0.63378966,0.025889626,3.5429208,-54.632687,22.982063,-50.28268,-12.550171,40.976032,11.882058,-15.72138,-50.912235,-26.02037,48.879086,6.575537,-50.348564,0.52412504,9.473211
276,-0.34540095925331116,0.1287606954574585,77.8225326538086,0.09761652822213329,-2.3355725564452343,-86.85090857146592,3.6903646,6.07875,-0.8864992,9.329216,-9.625709,-6.0221195,7.9089293,-5.0046525,-6.715322,7.0862603,-13.352939,6.731538,-0.66285884,0.013128184,3.5415704,-54.40401,22.858212,-50.494087,-12.292275,41.176884,11.850023,-15.535401,-50.95485,-25.98604,48.61146,6.2320395,-50.153267,0.2596312,10.5065565
277,-0.34069836139678955,0.12863674759864807,77.81639862060547,0.10403250254687105,-2.3410182557737187,-86.83866498410111,3.6878047,6.0682325,-0.898825,9.339959,-9.633388,-6.0042815,7.9178734,-5.0139666,-6.7346435,7.0864706,-13.359,6.735385,-0.6845789,0.0055103167,3.5594723,-54.184982,22.73452,-50.66854,-12.070587,41.467888,11.793725,-15.365425,-51.00838,-25.956696,48.295544,5.920178,-49.96377,-0.13055208,11.604571
278,-0.34056904911994934,0.13455311954021454,77.81442260742188,0.11095386850915163,-2.354215226669564,-86.82993431348854,3.6962903,6.055626,-0.9076841,9.34987,-9.64692,-5.981447,7.9358997,-5.024894,-6.752324,7.0871663,-13.371599,6.7402606,-0.70102906,0.0012241582,3.590071,-53.979362,22.611053,-50.81157,-11.884737,41.81148,11.722963,-15.189565,-51.06721,-25.929996,47.93207,5.6184926,-49.760403,-0.6146105,12.803696
279,-0.3415560722351074,0.13477490842342377,77.81256103515625,0.11792789183461432,-2.3683423802308226,-86.82273838786756,3.7059298,6.0439396,-0.91456956,9.360672,-9.662278,-5.959884,7.9544625,-5.0348463,-6.7685337,7.0880404,-13.385394,6.7455626,-0.7100435,-0.004526662,3.6198144,-53.78612,22.487099,-50.94488,-11.72237,42.179493,11.662707,-14.988747,-51.126144,-25.907263,47.623352,5.3734207,-49.59185,-1.0519233,13.784444
280,-0.345367431640625,0.13683047890663147,77.81230926513672,0.12195370831093841,-2.3766185547040064,-86.81533496843181,3.7117338,6.035488,-0.92004764,9.363265,-9.669455,-5.9459453,7.965077,-5.0422096,-6.7830043,7.0881596,-13.394501,6.751103,-0.7090496,-0.015548079,3.6374323,-53.613655,22.360811,-51.088425,-11.570954,42.53768,11.637627,-14.744199,-51.17774,-25.888905,47.472088,5.2314277,-49.520363,-1.304218,14.225397
281,-0.3483462929725647,0.14006170630455017,77.8089828491211,0.1257209435038768,-2.3768075002438613,-86.80495536601144,3.7077107,6.0313435,-0.92561716,9.362323,-9.66921,-5.942648,7.965815,-5.046111,-6.7996454,7.0878286,-13.399205,6.7574673,-0.6989634,-0.033784904,3.63737,-53.46283,22.230831,-51.2646,-11.427478,42.88119,11.672483,-14.424942,-51.2279,-25.876076,47.554512,5.238357,-49.60255,-1.2967389,13.876183
282,-0.34902605414390564,0.14813661575317383,77.80953979492188,0.12621627861865511,-2.3726618315915857,-86.79324455506598,3.6985357,6.0301924,-0.93045473,9.359055,-9.665155,-5.946271,7.9603734,-5.047543,-6.8172774,7.088361,-13.402441,6.764568,-0.6814315,-0.055125564,3.626496,-53.330353,22.09721,-51.45442,-11.298692,43.225594,11.748221,-14.050709,-51.27924,-25.86594,47.802414,5.360782,-49.795746,-1.1144568,12.962049
283,-0.35110175609588623,0.15214702486991882,77.81182861328125,0.12575711476833307,-2.366246315848846,-86.7851804978523,3.6885457,6.030903,-0.93268,9.354043,-9.659077,-5.952613,7.951855,-5.0472045,-6.828325,7.0878463,-13.402414,6.770859,-0.65681344,-0.07595005,3.6097088,-53.208477,21.961407,-51.61607,-11.18429,43.574593,11.823747,-13.679103,-51.32347,-25.854647,48.10269,5.528036,-50.008816,-0.8620917,11.875424
